,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,TRAVTIME,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,EDUCATION_<High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,JOB_Clerical,JOB_Doctor,JOB_Home Maker,JOB_Lawyer,JOB_Manager,JOB_Professional,JOB_Student,JOB_UNKNOW,JOB_z_Blue Collar,CAR_USE_Commercial,CAR_USE_Private,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,TARGET_FLAG
451,0,57.0,0,0.6086956521739131,0.17135928943138162,0,0.2734077954821176,1,1,0.2408759124087591,0.19592614302461897,0.24999999999999997,1,0.06993705840068727,0.2,0,0.5384615384615385,11.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
452,0,50.0,0,0.5652173913043478,0.17382502792687246,0,0.0,0,1,0.2773722627737226,0.21321805392731535,0.0,1,0.06581692585514666,0.2,0,0.23076923076923078,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
453,1,40.0,3,0.3913043478260869,0.3543334332343405,0,0.42906102236349547,1,0,0.13138686131386862,0.3219519343493552,0.41666666666666663,0,0.0,0.0,0,0.15384615384615385,9.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
454,0,46.0,0,0.43478260869565216,0.09720731275372585,0,0.17493554564903477,0,0,0.49635036496350365,0.16280773739742088,0.5416666666666666,0,0.0,0.0,0,0.0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
455,0,51.0,0,0.4782608695652174,0.1406015857014413,0,0.0,0,1,0.2627737226277372,0.1992966002344666,0.125,1,0.5365815172607254,0.2,1,0.38461538461538464,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
456,0,35.0,3,0.4782608695652174,0.2400811922731112,1,0.26707873875217164,0,0,0.36496350364963503,0.23300117233294254,0.20833333333333334,0,0.0,0.0,0,0.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
457,0,59.0,0,0.5652173913043478,0.1742882053238155,0,0.2115292076423106,0,0,0.27007299270072993,0.21556271981242675,0.125,0,0.08298122271507968,0.6000000000000001,0,0.8461538461538463,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
458,0,54.0,0,0.5217391304347826,0.2787101871781598,0,0.3387801852968884,0,1,0.09489051094890512,0.18786635404454866,0.125,0,0.0,0.0,0,0.0,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
459,0,35.0,2,0.0,0.0,0,0.08546316315027301,1,0,0.17518248175182483,0.06799531066822978,0.37499999999999994,0,0.177761803741431,0.2,0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
460,0,55.0,0,0.3913043478260869,0.11214069694575375,0,0.2150173616994359,1,1,0.16788321167883213,0.14097303634232122,0.20833333333333334,0,0.0,0.0,0,0.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
461,0,54.0,0,0.6521739130434783,0.13204915129553443,0,0.21148515388316944,1,0,0.2627737226277372,0.41016998827667056,0.125,0,0.0,0.0,0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
462,0,52.0,0,0.43478260869565216,0.007301855434160696,0,0.0,0,0,0.3503649635036496,0.1447831184056272,0.41666666666666663,0,0.0,0.0,0,0.0,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
463,2,36.0,2,0.3913043478260869,0.18917799634907229,0,0.2604921369687851,1,1,0.32116788321167883,0.03458382180539273,0.125,1,0.059031856514192536,0.4,0,0.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
464,0,57.0,0,0.45649071143680775,0.21166117211127156,0,0.2719777426853816,1,1,0.1605839416058394,0.37397420867526376,0.20833333333333334,1,0.0,0.0,0,0.23076923076923078,8.32832309502026,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
465,0,45.0,0,0.2608695652173913,0.20463994768819987,0,0.3139067551356517,0,1,0.1532846715328467,0.2029601406799531,0.0,1,0.0,0.0,0,0.0,19.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
466,1,42.0,3,0.4782608695652174,0.1629294608070185,1,0.0,0,1,0.23357664233576642,0.149179366940211,0.08333333333333334,1,0.12121955923348002,0.6000000000000001,0,0.38461538461538464,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
467,0,29.0,1,0.0,0.0,0,0.0,1,0,0.27007299270072993,0.13716295427901526,0.0,0,0.0,0.0,1,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
468,0,47.0,0,0.4782608695652174,0.12754270768057108,0,0.18826543406507756,1,1,0.22627737226277372,0.13745603751465418,0.37499999999999994,0,0.0,0.0,1,0.0,16.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
469,0,46.0,0,0.4782608695652174,0.26557774568836334,0,0.17493554564903477,0,0,0.3357664233576642,0.2922039859320047,0.125,0,0.14715009555201009,0.2,0,0.38461538461538464,7.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
470,0,46.0,0,0.6956521739130435,0.1253793967795548,0,0.17493554564903477,1,0,0.058394160583941604,0.2227432590855803,0.125,0,0.017585076353945683,0.2,0,0.0,12.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
471,0,30.0,0,0.0,0.0,0,0.0,0,1,0.145985401459854,0.043962485345838215,0.0,1,0.042235741711520586,0.6000000000000001,0,0.23076923076923078,9.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
472,0,43.0,2,0.43478260869565216,0.07491485709615017,0,0.17174527438714443,1,0,0.3065693430656934,0.5039566236811255,0.20833333333333334,1,0.0,0.0,1,0.0,8.32832309502026,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
473,0,37.0,0,0.5217391304347826,0.13499713919843065,0,0.0,0,0,0.17518248175182483,0.08235638921453693,0.20833333333333334,0,0.0,0.0,0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
474,0,57.0,0,0.4782608695652174,0.25447783559926984,0,0.0,0,0,0.05109489051094891,0.3898007033997655,0.20833333333333334,0,0.12823255080035764,0.4,0,0.38461538461538464,13.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
475,0,51.0,0,0.5217391304347826,0.22582895131188185,0,0.26840374027710945,1,0,0.1532846715328467,0.29279015240328254,0.08333333333333334,0,0.4633132878657713,0.4,0,0.23076923076923078,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
476,3,40.0,3,0.5217391304347826,0.1292973326431082,0,0.18639484367693004,1,1,0.22627737226277372,0.3578546307151231,0.0,0,0.05964549327629433,0.2,0,0.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
477,0,32.0,2,0.5217391304347826,0.10665068250551726,1,0.0,0,0,0.21167883211678834,0.057297772567409144,0.125,0,0.4105755912828515,0.6000000000000001,1,0.38461538461538464,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
478,0,46.0,0,0.2608695652173913,0.09401956243358854,0,0.20749772388911103,1,0,0.06569343065693431,0.10155334114888628,0.0,0,0.4453424969756474,0.6000000000000001,0,0.07692307692307693,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
479,1,38.0,1,0.2608695652173913,0.16864587256792493,0,0.1281038132482079,1,0,0.3430656934306569,0.08558030480656506,0.24999999999999997,0,0.0,0.0,0,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
480,0,50.0,0,0.5217391304347826,0.2007220118246465,0,0.17493554564903477,1,0,0.007299270072992706,0.30656506447831183,0.0,0,0.0,0.0,0,0.0,15.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
481,0,49.0,0,0.4782608695652174,0.2442824837206768,0,0.0,0,1,0.1897810218978102,0.0,0.125,1,0.08878447323667092,0.4,0,0.07692307692307693,13.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
482,0,51.0,0,0.30434782608695654,0.38565239898645887,0,0.39680576358719594,0,1,0.09489051094890512,0.40782532239155916,0.125,1,0.020758455037957816,0.4,0,0.3076923076923077,8.32832309502026,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
483,0,46.0,0,0.6086956521739131,0.09455630329945781,0,0.19550380556703964,1,1,0.3284671532846715,0.1182590855803048,0.24999999999999997,1,0.0,0.0,0,0.0,7.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
484,0,38.0,0,0.0,0.0,0,0.0,0,0,0.2554744525547445,0.0019050410316529924,0.125,0,0.16178971544786716,0.4,0,0.5384615384615385,6.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
485,0,36.0,2,0.5217391304347826,0.18948314851647005,0,0.21044141866659435,1,0,0.2043795620437956,0.15460140679953105,0.0,0,0.08952083735119308,0.4,0,0.07692307692307693,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
486,0,41.0,1,0.43478260869565216,0.375487017410021,1,0.0,0,0,0.2043795620437956,0.21483001172332944,0.3333333333333333,0,0.0,0.0,1,0.07692307692307693,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
487,0,43.0,0,0.3913043478260869,0.11853254502356755,0,0.1210337496978364,0,0,0.23357664233576642,0.13599062133645956,0.125,0,0.06844679769272577,0.2,0,0.38461538461538464,10.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
488,0,41.0,3,0.5217391304347826,0.13285562488079994,0,0.19987529397412349,1,0,0.1532846715328467,0.38965416178194606,0.0,0,0.07005978575310763,0.4,0,0.3076923076923077,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
489,2,45.0,2,0.43478260869565216,0.19376890172465466,1,0.0,0,0,0.2773722627737226,0.2066236811254396,0.0,0,0.06195978049336395,0.6000000000000001,0,0.38461538461538464,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
490,1,39.0,2,0.45649071143680775,0.1106394572650737,1,0.19974652144740318,0,0,0.1094890510948905,0.11181125439624855,0.3333333333333333,0,0.0,0.0,0,0.23076923076923078,6.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
491,0,43.0,0,0.4782608695652174,0.13693703511974498,0,0.2019311360673774,1,0,0.22627737226277372,0.2782825322391559,0.20833333333333334,0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
492,0,36.0,0,0.3913043478260869,0.08894368307767757,0,0.21517550339891695,1,1,0.3357664233576642,0.10052754982415006,0.125,1,0.13089748759577116,0.6000000000000001,0,0.0,14.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
493,2,39.0,2,0.45649071143680775,0.17706999427839687,0,0.22317747339265906,1,0,0.0,0.23461313012895663,0.37499999999999994,0,0.0,0.0,0,0.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
494,0,45.0,0,0.5652173913043478,0.2915619976568673,0,0.36456857814797994,1,1,0.2773722627737226,0.3927315357561547,0.125,1,0.0,0.0,0,0.23076923076923078,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
495,0,46.0,0,0.30434782608695654,0.20765604991417597,0,0.0,0,0,0.3722627737226277,0.17907385697538103,0.125,0,0.0,0.0,1,0.23076923076923078,19.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
496,1,51.0,1,0.34782608695652173,0.16864587256792493,0,0.2865324269554786,1,1,0.0,0.16016998827667056,0.0,1,0.1577923102547469,0.2,0,0.0,11.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
497,0,55.0,0,0.5217391304347826,0.14034820041958423,0,0.0,0,1,0.17518248175182483,0.1122508792497069,0.20833333333333334,0,0.0,0.0,0,0.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
498,0,51.0,0,0.6086956521739131,0.10107620630466174,0,0.17493554564903477,0,1,0.1386861313868613,0.1291031652989449,0.24999999999999997,1,0.17069621473780178,0.6000000000000001,0,0.15384615384615385,19.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
499,1,38.0,1,0.3913043478260869,0.27462605236629156,1,0.0,0,1,0.1532846715328467,0.2250879249706917,0.20833333333333334,1,0.05279029401967144,0.8,0,0.0,8.32832309502026,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
500,0,43.0,1,0.5217391304347826,0.19453995586191863,0,0.23819302775838658,1,0,0.11678832116788322,0.37734466588511134,0.0,0,0.1702754352437891,0.6000000000000001,0,0.07692307692307693,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
501,0,50.0,0,0.0,0.0,0,0.17493554564903477,0,0,0.021897810218978103,0.07327080890973037,0.24999999999999997,0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
502,0,29.0,3,0.5652173913043478,0.06638421927362886,1,0.0,0,0,0.02919708029197081,0.07825322391559203,0.24999999999999997,0,0.64421340533338,0.2,1,0.15384615384615385,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
503,0,40.0,2,0.4782608695652174,0.16864587256792493,1,0.0,0,1,0.0,0.21365767878077374,0.08333333333333334,1,0.0,0.0,0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
504,2,43.0,3,0.5217391304347826,0.1446012587526905,1,0.24119433129782372,0,0,0.2481751824817518,0.31652989449003516,0.37499999999999994,0,0.09341304767081017,0.8,0,0.38461538461538464,13.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
505,0,52.0,0,0.0,0.0,0,0.1675341868466771,1,1,0.41605839416058393,0.08162368112543962,0.125,1,0.0,0.0,0,0.15384615384615385,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
506,0,51.0,0,0.34782608695652173,0.12803585537966924,0,0.19822836113238493,1,0,0.2554744525547445,0.1436107854630715,0.0,0,0.0739695285516419,0.8,0,0.23076923076923078,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
507,0,48.0,0,0.3913043478260869,0.04486826689916355,0,0.14431446702858525,1,0,0.10218978102189781,0.22039859320046895,0.0,0,0.0,0.0,0,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
508,1,43.0,2,0.5217391304347826,0.22832738468245103,1,0.3228722599126606,0,0,0.1897810218978102,0.25718053927315354,0.24999999999999997,0,0.029279239791714148,0.4,0,0.15384615384615385,8.32832309502026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
509,1,44.0,2,0.45649071143680775,0.172233877339727,0,0.22832950404503874,1,0,0.02919708029197081,0.16749706916764362,0.20833333333333334,0,0.1358065816925855,0.2,0,0.38461538461538464,10.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
510,0,46.0,0,0.5217391304347826,0.34881617306487206,0,0.39545252247306506,1,0,0.1605839416058394,0.2882473622508792,0.20833333333333334,0,0.0,0.0,0,0.0,8.32832309502026,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
511,0,34.0,1,0.43478260869565216,0.20258834427703457,0,0.263713709303928,1,0,0.2627737226277372,0.0,0.49999999999999994,0,0.10389747006329224,0.4,0,0.6153846153846154,13.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
512,1,37.0,3,0.2608695652173913,0.07969648257635616,1,0.17493554564903477,0,0,0.23357664233576642,0.3048065650644783,0.4583333333333333,0,0.0,0.0,0,0.0,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
513,0,28.0,2,0.45649071143680775,0.03146881726289404,0,0.11798500364855492,1,1,0.13138686131386862,0.06858147713950762,0.0,0,0.0,0.0,0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
514,0,45.0,0,0.4782608695652174,0.33987684930387163,0,0.0,0,0,0.291970802919708,0.3758792497069168,0.20833333333333334,0,0.0,0.0,0,0.15384615384615385,8.32832309502026,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
515,0,51.0,0,0.4782608695652174,0.19600305152167397,0,0.0,0,1,0.06569343065693431,0.1800996483001172,0.0,0,0.0,0.0,0,0.15384615384615385,8.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
516,0,37.0,2,0.4782608695652174,0.0982835190583876,0,0.17493554564903477,1,1,0.1970802919708029,0.31052168815943726,0.20833333333333334,1,0.14364359976857127,0.8,0,0.38461538461538464,6.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
517,2,44.0,2,0.5652173913043478,0.3883905947742691,1,0.4423065192786027,0,0,0.08029197080291971,0.06447831184056273,0.41666666666666663,0,0.6840997948699966,0.2,0,0.6153846153846154,18.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
518,0,47.0,0,0.30434782608695654,0.18934691987031033,0,0.0,0,1,0.2773722627737226,0.33426143024618993,0.37499999999999994,1,0.0,0.0,0,0.0,8.32832309502026,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
519,0,49.0,0,0.43478260869565216,0.11189276080974307,0,0.0,0,1,0.16788321167883213,0.2876611957796014,0.20833333333333334,1,0.13084489015901957,0.4,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
520,0,45.0,1,0.3913043478260869,0.13955534969893468,0,0.1883185244927605,1,1,0.3357664233576642,0.2205451348182884,0.0,1,0.0,0.0,0,0.07692307692307693,6.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
521,0,44.0,0,0.0,0.0,0,0.0,0,0,0.1532846715328467,0.30759085580304807,0.41666666666666663,0,0.0,0.0,0,0.07692307692307693,15.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
522,0,49.0,0,0.5652173913043478,0.26171430128327383,0,0.27748785132872916,1,1,0.5182481751824818,0.38335287221570924,0.20833333333333334,0,0.0,0.0,0,0.15384615384615385,9.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
523,0,35.0,0,0.21739130434782608,0.1026728060376536,0,0.17562087560799836,0,1,0.17518248175182483,0.13980070339976552,0.0,1,0.17160790364149586,0.4,0,0.23076923076923078,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
524,0,41.0,0,0.4782608695652174,0.1533416886902978,0,0.2025444999446504,0,1,0.3576642335766423,0.1425849941383353,0.0,0,0.1037221452741203,0.2,0,0.07692307692307693,13.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
525,0,56.0,1,0.45649071143680775,0.13727488216222108,0,0.21597298939772863,1,1,0.2408759124087591,0.19768464243845252,0.0,1,0.0,0.0,0,0.0,9.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
526,0,51.0,0,0.45649071143680775,0.1577800179821813,0,0.25871756118389394,1,1,0.058394160583941604,0.17746189917936694,0.37499999999999994,0,0.0,0.0,0,0.15384615384615385,13.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
527,0,41.0,1,0.5217391304347826,0.38627905075879354,0,0.39796810507838176,1,1,0.41605839416058393,0.3036342321219226,0.125,0,0.0,0.0,0,0.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
528,0,38.0,4,0.8260869565217391,0.08373974879437648,0,0.15395998111336273,1,0,0.072992700729927,0.29205744431418523,0.37499999999999994,0,0.0,0.0,0,0.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
529,0,51.0,0,0.45649071143680775,0.2842982862436313,0,0.3605709819018121,1,0,0.2043795620437956,0.34232121922626024,0.6666666666666666,0,0.03736171257254063,0.2,0,0.23076923076923078,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
530,0,62.0,0,0.4782608695652174,0.09421573168405853,0,0.2212797729988862,1,0,0.05109489051094891,0.28399765533411486,0.0,0,0.10870136928660343,0.2,0,0.23076923076923078,12.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
531,0,47.0,0,0.34782608695652173,0.3544315178595755,0,0.0,0,0,0.16788321167883213,0.15357561547479487,0.0,0,0.0,0.0,0,0.0,22.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
532,0,47.0,0,0.3913043478260869,0.16138462795956734,0,0.18868337998513468,0,0,0.06569343065693431,0.29191090269636577,0.0,0,0.0,0.0,0,0.07692307692307693,8.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
533,0,53.0,0,0.4782608695652174,0.25045364139171183,0,0.2821202735399567,1,1,0.0,0.2612837045720985,0.49999999999999994,0,0.3587671160825429,0.2,1,0.23076923076923078,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
534,0,47.0,0,0.5217391304347826,0.1660245756477672,0,0.28773769262223786,1,1,0.1386861313868613,0.18640093786635403,0.37499999999999994,0,0.0,0.0,0,0.0,10.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
535,0,53.0,0,0.34782608695652173,0.36110399694847833,0,0.41575565751929894,1,1,0.2773722627737226,0.27183470105509966,0.0,0,0.0,0.0,0,0.0,9.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
536,0,55.0,0,0.5217391304347826,0.11263656921777511,0,0.0,0,0,0.1386861313868613,0.1346717467760844,0.24999999999999997,0,0.0,0.0,1,0.0,9.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
537,0,41.0,0,0.30434782608695654,0.1029098438819715,0,0.1911786300862324,1,0,0.2846715328467153,0.11547479484173505,0.125,0,0.0,0.0,0,0.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
538,0,56.0,0,0.5652173913043478,0.3058224123368662,0,0.0,0,1,0.0364963503649635,0.22977725674091443,0.24999999999999997,0,0.0,0.0,0,0.15384615384615385,10.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
539,0,38.0,0,0.30434782608695654,0.25750756068986186,0,0.2898308109732266,1,0,0.1094890510948905,0.2582063305978898,0.37499999999999994,0,0.0,0.0,0,0.0,14.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
540,0,56.0,0,0.5217391304347826,0.3986295398196333,0,0.482126599207936,1,0,0.043795620437956206,0.4830011723329426,0.20833333333333334,0,0.0,0.0,0,0.23076923076923078,15.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
541,0,41.0,0,0.0,0.0,0,0.0,0,0,0.2554744525547445,0.16647127784290738,0.125,0,0.0,0.0,0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
542,0,54.0,0,0.5217391304347826,0.1112116175789445,0,0.0,0,0,0.21167883211678834,0.13892145369284875,0.0,0,0.08853901853183022,0.4,0,0.0,15.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
543,0,31.0,1,0.34782608695652173,0.08268533907310029,1,0.1455389356159958,0,1,0.3065693430656934,0.045427901524032824,0.37499999999999994,0,0.0371337903466171,0.2,0,0.3076923076923077,9.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
544,0,61.0,0,0.6086956521739131,0.5555949104977794,0,0.5514615681782754,1,1,0.27007299270072993,0.38818874560375144,0.0,0,0.0,0.0,0,0.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
545,0,52.0,0,0.6086956521739131,0.020041958423017193,0,0.0,1,1,0.1094890510948905,0.022420867526377494,0.0,0,0.11915072672125111,0.4,0,0.0,7.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
546,0,39.0,0,0.43478260869565216,0.30411410511402337,0,0.17493554564903477,0,1,0.1386861313868613,0.3940504103165299,0.125,1,0.0,0.0,0,0.0,16.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
547,0,63.0,0,0.6521739130434783,0.11500149851510776,0,0.0,0,1,0.12408759124087591,0.2161488862837046,0.0,0,0.11183968301278117,0.6000000000000001,0,0.6153846153846154,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
548,0,53.0,0,0.5217391304347826,0.19763234612974417,0,0.0,0,1,0.13138686131386862,0.25468933177022274,0.0,1,0.0,0.0,0,0.23076923076923078,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
